,tweet,pro/anti 
93,\u25a0 Free Hong Kong T Shirt\n\u25a0 Buy Now : https://t.co/a6j5o7295I\n\n#tshirt #FreeHongKong #HongKong https://t.co/8lagOzldR8 ,0
94,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
95,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
96,RT @SSynicall: Archived Pics #HKprotests #HongKongProtest #HongKongProtester #HongKong https://t.co/jJ6PWTai4V ,0
97,RT @SSynicall: Archived Pics #HKprotests #HongKongProtest #HongKongProtester #HongKong https://t.co/lc66rqgMTf ,0
98,21/9/2019\nHe is just a 10 years old children.\n#HongKong #HongKongPolice #hongkongpolicebrutality #HumanRights\u2026 https://t.co/CzoG7B0qBm ,0
99,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
100,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
101,"RT @Woppa1Woppa: This time #GloryToHongKong with a small musical ensemble.  At the end the yellow banner reads \u9084\u6211\u771f\u76f8 Reveal The Truth, refer\u2026 ",0
102,#HongKong #DemocracyForHK #HongKongProtests #PoliceBrutality https://t.co/B1295i3SDH ,0
103,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
104,RT @SirKelvinTan: No\u3002\n\nIt^s nativist racism at it^s purest \n\nA century of being ruled by white people clearly rubbed off on many kids in th\u2026 ,0
105,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
106,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
107,RT @ComCiviqueInfo: #HongKong #HongKongProtests #StandWithHongKong #ExtraditionLaw  #PoliceBrutality #Taiwan \n#tibet #SouthMongolia #genoci\u2026 ,0
108,RT @hkeng4: #929GlobalAntiTotalitarianism #birdfoldingchallenge #FreeHongKong #HongKong https://t.co/ODb6UE8Nfy ,0
109,"RT @EnzoMazak: Good news from friends in #HongKong. \nThe event of #birdfoldingchallenge today has been reported by Apple Daily HK, showing\u2026 ",0
110,@chahongkong @eden_chanhoyin Wow\U0001f60d\U0001f60d\U0001f60d \n\n#929GlobalAntiChinaziMarch \n#HongKong ,0
111,RT @chahongkong: A glimpse of #SanFrancisco \U0001f1fa\U0001f1f8 Flash Mob today!\n\nWe want to cheer up #HongKongers by singing the Freedom anthem. We will po\u2026 ,0
112,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
113,Please join 929 Global March! \n\n#HongKong #HongKongProtests #FreeHongKong #StandWithHongKong #929globalmarch\u2026 https://t.co/zRPE2nxtnv ,0
114,@BBCNews @CNN @AJEnglish @FT @NewYorkTimes11 #StandWithHongKong #PoliceBrutality #HongKong #PoliceTerrorism #eye4hk\u2026 https://t.co/bn3bamfKDo ,0
115,RT @hkpolicerecord: Hong Kong Police using pepper spray on elderly.\n\u9673\u4f2f\u6bd4\u9ed1\u8b66\u5674\u80e1\u6912\u5674\u9727\n#HongKong #HongKongPolice #PoliceBrutality https: ,0
116,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
117,RT @wingyingmak: Hong Kong Police Brutality\n#HongKongProstest #PoliceBrutality #HongKongPolice #FreedomHK #StandwithHK #antichinazi #antiEL\u2026 ,0
118,"RT @Woppa1Woppa: This time #GloryToHongKong with a small musical ensemble.  At the end the yellow banner reads \u9084\u6211\u771f\u76f8 Reveal The Truth, refer\u2026 ",0
119,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,0
120,RT @Clairefhc1: just happened in #HongKong today ...it^s ridiculous!\n#SaveHongKong #freehk #FightForFreedom #StandWithHongKong #HongKongHum\u2026 ,0
121,"Thank you, please keep it up ! \U0001f4aa\U0001f3fb\U0001f4aa\U0001f3fb\U0001f4aa\U0001f3fb #HongKong #antiELAB #FreedomHK #\u9999\u6e2f\u4eba\u52a0\u6cb9 #\u53cd\u9001\u4e2d #\u90 ",0
122,RT @Woppa1Woppa: #GloryToHongKong at Shatin.  What^s impressive is he^s able to pull this off on the sax with a face mask on\n\n#HongKong #Ho\u2026 ,0
123,"RT @throwawayconst: Facebook:\nA ""protect the children""(a group of elderly that tries to protect kids at the frontline of protest) member wa\u2026 ",0
124,RT @Clairefhc1: just happened in #HongKong today ...it^s ridiculous!\n#SaveHongKong #freehk #FightForFreedom #StandWithHongKong #HongKongHum\u2026 ,0
125,RT @Mugisalty: Birds are also killed by tear gas...\n\n#PoliceTerrorism #PoliceBrutality \n\n#FreeHK #StandWithHongKong #SOSHK #HongKong https:\u2026 ,0
126,"RT @Woppa1Woppa: This time #GloryToHongKong with a small musical ensemble.  At the end the yellow banner reads \u9084\u6211\u771f\u76f8 Reveal The Truth, refer\u2026 ",0
127,RT @munmui1027: #HKPoliceTerrorism #HongKong #hkpolicebrutality #HKPolice #929GlobalAntiTotalitarianism \n#antichinazi https://t.co/O1Wi1KzY\u2026 ,0
128,"RT @Woppa1Woppa: This time #GloryToHongKong with a small musical ensemble.  At the end the yellow banner reads \u9084\u6211\u771f\u76f8 Reveal The Truth, refer\u2026 ",0
129,RT @taro_taylor: What does this remind u guys of? Attack all shops with Chinese connection  #stophkriots #lovehk #HongKong \n#HongKongProtes\u2026 ,1
130,RT @taro_taylor: What does this remind u guys of? Attack all shops with Chinese connection  #stophkriots #lovehk #HongKong \n#HongKongProtes\u2026 ,1
131,RT @SirKelvinTan: No\u3002\n\nIt^s nativist racism at it^s purest \n\nA century of being ruled by white people clearly rubbed off on many kids in th\u2026 ,1
132,RT @taro_taylor: What does this remind u guys of? Attack all shops with Chinese connection  #stophkriots #lovehk #HongKong \n#HongKongProtes\u2026 ,1
133,RT @SirKelvinTan: No\u3002\n\nIt^s nativist racism at it^s purest \n\nA century of being ruled by white people clearly rubbed off on many kids in th\u2026 ,1
134,RT @AnonymousNomad2: #HongKongProtesters aka #Blackmob beating civilian in their #GloryToHongKong #StandWithHongKong #StandwithHK #FreeHong\u2026 ,1
135,What does this remind u guys of? Attack all shops with Chinese connection  #stophkriots #lovehk #HongKong\u2026 https://t.co/nMqb8gFrRi ,1
,tweet,pro/anti
0,RT @hkmaplive: 1521 \u5c6f\u9580\nhttps://t.co/Trsmrvv9Ic telegram: https://t.co/UrPYQqkpAN #5DemandsNot1Less #HKmap #StandWithHongKong #antiELAB #Hon\u2026 ,0
1,RT @HongKongFP: @mtrupdate Yuen Long MTR Station closed at 3pm on Saturday.\n\nIn full: https://t.co/kmLJLFCnSX. Photo: InMedia. #hongkong #h\u2026 ,0
2,"RT @HongKongFP: Several hundred are gathered at Tuen Mun^s San Wo Lane Playground at 2:30pm on Saturday, amid heavy riot police presence in\u2026 ",0
3,"RT @HongKongFP: The MTR has announced that on Saturday, Tuen Mun station will be closed at 1pm, and Yuen Long station will be closed at 3pm\u2026 ",0
4,"RT @HongKongFP: @mtrupdate A protest march - authorised by the police on appeal - is planned in Tuen Mun in the afternoon, while there will\u2026 ",0
5,RT @HongKongFP: @mtrupdate Tuen Mun MTR Station closed at 1pm on Saturday.\n\nIn full: https://t.co/kmLJLFCnSX. Photo: RTHK screenshot. #hong\u2026 ,0
6,"RT @HongKongFP: Heavy traffic on Tuen Mun Road as police set up a roadblock, despite an appeal board authorising Saturday afternoon^s prote\u2026 ",0
7,"RT @HongKongFP: As of 12pm Saturday, the Shatin ""Lennon Wall"" - a previously-rumoured target for removal by Fujianese clansmen - remains in\u2026 ",0
8,"RT @HongKongFP: In Tsuen Wan on Saturday morning, RTHK reported that persons tearing down posters on the local ""Lennon Wall"" pushed and thr\u2026 ",0
9,1521 \u5c6f\u9580\nhttps://t.co/Trsmrvv9Ic telegram: https://t.co/UrPYQqkpAN #5DemandsNot1Less #HKmap #StandWithHongKong\u2026 https://t.co/divP0AKzEi ,0
10,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
11,RT @SenateForeign: I was inspired by my meeting yesterday with @joshuawongcf and others pushing for #HongKong\u2019s autonomy and democracy. The\u2026 ,0
12,RT @neverdoit123: #929GlobalAntiTotalitarianism #929GlobalAntiChinaziMarch \nPlease join us #HongKongProtests #HongKong https://t.co/Ib1kKpa\u2026 ,0
13,RT @lemon60356117: Join global march on 29 Sep\n#HongKong\n#antichinazi\n#birdfoldingchallenge https://t.co/sUUVU40yAy https://t.co/OWL0k0gYdr ,0
14,"RT @Woppa1Woppa: Alright alright I^ve watched many versions of #GloryToHongKong, but this is by far the best one yet.  Full orchestral with\u2026 ",0
15,RT @Fight4HongKong: And did we mention that #HongKong-ers are multi-talented?\n\nThis is #GloryToHongKong sung at APM mall in #KwunTong tonig\u2026 ,0
16,RT @galileocheng: How to tackle Junius Ho\u2019s Cleaning #Hongkong assemble? By pasting his face as wallpaper all over on Long Ping West Rail F\u2026 ,0
17,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
18,RT @Dystopia992: #Create and Build\nvs. #Destroy and Damage\n\n#HongKong #HongKongProtests \n#TinShuiWai #lennonwall #streetart #art https://t.\u2026 ,0
19,#TodayUyghurTomorrowHui\n#StandwithUs #Hongkong #Taiwan #Uyghur #Tibet #Hui #929globalmarch #fightforfreedom fight a\u2026 https://t.co/hJVTJYdXv1 ,0
20,RT @Stand4HongKong: #Hongkonger #HongKongProtests #HongKong #5DemandsNot1Less #StandWithHongKong #SaveHongKong #hongkongpolicebrutality #Fr\u2026 ,0
21,Pro-#CCP folks fully support the lose lose situation(#\u652c\u6284) in HongKong.\nShameful! https://t.co/RrBeOyYoSj ,0
22,RT @hkpolicerecord: Hong Kong Police protected people who were destroying Lennon walls and provided free transport services for them.\nHowev\u2026 ,0
23,RT @Stand4HongKong: #Hongkonger #HongKongProtests #HongKong #5DemandsNot1Less #StandWithHongKong #SaveHongKong #hongkongpolicebrutality #Fr\u2026 ,0
24,RT @hkpolicerecord: Hong Kong Police protected people who were destroying Lennon walls and provided free transport services for them.\nHowev\u2026 ,0
25,RT @SenateForeign: I was inspired by my meeting yesterday with @joshuawongcf and others pushing for #HongKong\u2019s autonomy and democracy. The\u2026 ,0
26,Political neutrality? Fuck the Hong Kong Police!\n\n#FreeHongKong #chinazi #HongKong #HongKongProtest https://t.co/8ctgY3WVgP ,0
27,Police officers cover their cars\u2019 license plates in Hong Kong.\n\n#FreeHongKong #HongKong #chinazi https://t.co/mIF47FcyHf ,0
28,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
29,"RT @Woppa1Woppa: Today if you see dogs taking down our wall, don^t get mad\nLet em tear it til their fingers blister, all sweaty n shit\nand\u2026 ",0
30,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
31,"RT @harbourtimes: In #LosAngeles #HKprotesters disrupt a speech by SCED Edward Yau. ""The only solution is democracy"" ""Stand w Hong Kong"" an\u2026 ",0
32,RT @coffeehkg: Pleas help Taiwan as its hard to to get international support in view of the China\u2019s invisibile hands. Hongkong is the previ\u2026 ,0
33,@benlukkk @Hannaaah_T #hongkong #FreeHongKong #StandWithHongKong ,0
34,@EnzoMazak @addoilhongkong #hongkong #StandWithHongKong ,0
35,"Hong Kong police station police car in the major media to pick up the mafia and collect money Chinese aunt, wtf\u2026 https://t.co/LmQjwsbfP0 ",0
36,Free Hong Kong!\n\n#Birdfoldingchallenge #hongkong  #freehongkong #929globalmarch #929GlobalAntiTotalitarianism https://t.co/LkqSJQsLqo ,0
37,RT @mollyippppp: #929GlobalAntiTotalitarianism \n#HongKong\n#929GlobalAntiChinaziMarch #929GlobalantitotalitarianismMarch \n#929GlobalAntiTota\u2026 ,0
38,RT @Woppa1Woppa: Get your very own #HongKongProtests Pepe paper cutout!  Print on A4 and fold\n\n#HongKong\n\nVia @sponge_lazy and @ilovehker h\u2026 ,0
39,@LamYikFei \u9ad8\u7b49\u83ef\u4eba\n\nPrivileged Chinese\n\n#HongKong\n#HongKongers\n#StandwithHK\n#PoliceBrutality ,0
40,RT @hthtwu: It\u2019s my turn and I\u2019ve made the following wishes for #HongKong. \U0001f1ed\U0001f1f0\n\nJoin us in #birdfoldingchallenge!\n\nTogether we can make the\u2026 ,0
41,@CloneofReality Thank you for noticing Hong Kong.  We are thankful for the sacrifice of Canadian soldiers for defen\u2026 https://t.co/yyMxEQIfcY ,0
42,Thank you! Passing the act is one of the first steps to #LiberateHongKong ! #HongKongHumanRightsAndDemocracyAct\u2026 https://t.co/7rzC03aI21 ,0
43,#Hongkong #HKPoliceState #hkpolicebrutality #HKPoliceTerrorism #5DemandsNot1Less #hongkongprotest https://t.co/3y206hX5PV ,0
44,#hongkong #hongkongprotest #hkpolicebrutality #HKPoliceState #5DemandsNot1Less https://t.co/ANS4ZMW7up ,0
45,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
46,"RT @Fight4HongKong: 13:42 HKT #TuenMun\n\n[InMedia] Youth in black shirt was arrested at VCity bus terminal after police found long umbrella,\u2026 ",0
47,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
48,"RT @bewaterdemocra1: When the government gave out all the power to the #HKPolice , why should we trust the words from those who have alread\u2026 ",0
49,"RT @katniss000000: Please join #929GlobalAntiTotalitarianism \nPlease support #HongKong and stand with us to fight for freedom, democracy an\u2026 ",0
50,RT @Stand4HongKong: #Hongkonger #HongKongProtests #HongKong #5DemandsNot1Less #StandWithHongKong #SaveHongKong #hongkongpolicebrutality #Fr\u2026 ,0
51,RT @hk_protect: \u9ede\u89e3\u6709\u5b78\u6821\u500b\u9023\u5102\u7246\u53ef\u4ee5\u5481\u9b3c\u975a\U0001f62d \n\u611f\u52d5\uff01\u611f\u8b1d\u5e74\u9752\u4eba\U0001f64f\U0001f3f ,0
52,RT @hkvoice1: Mark The Date: 9.29. The day that show your support to #HongKong and determination to #antichinazi. Please join #929GlobalAnt\u2026 ,0
53,RT @SenateForeign: I was inspired by my meeting yesterday with @joshuawongcf and others pushing for #HongKong\u2019s autonomy and democracy. The\u2026 ,0
54,RT @Woppa1Woppa: Get your very own #HongKongProtests Pepe paper cutout!  Print on A4 and fold\n\n#HongKong\n\nVia @sponge_lazy and @ilovehker h\u2026 ,0
55,RT @lemon60356117: Join global march on 29 Sep\n#HongKong\n#antichinazi\n#birdfoldingchallenge https://t.co/sUUVU40yAy https://t.co/OWL0k0gYdr ,0
56,RT @hthtwu: It\u2019s my turn and I\u2019ve made the following wishes for #HongKong. \U0001f1ed\U0001f1f0\n\nJoin us in #birdfoldingchallenge!\n\nTogether we can make the\u2026 ,0
57,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
58,RT @RWNelson7: #HongKongProtests #Hongkongprotest #HKers \n@HongKongFP #FreeHongKong #Eye4HK #LIHKG\n@hk_nick #HKprotests #SOSHK #FreeHK #Fre\u2026 ,0
59,#929GlobalAntiTotalitarianism \n#HongKong\n#929GlobalAntiChinaziMarch #929GlobalantitotalitarianismMarch\u2026 https://t.co/nCPIY55fUq ,0
60,\U0001f614\U0001f614\U0001f614\U0001f614\U0001f614\U0001f614\U0001f614\nWords can\u2019t tell\n#passHKHumanRightsDemocracyAct \n#hkpolicebrutality\n#HKpolice \n#hongkongpolice\n#ho ,0
61,"@godsavehongkong @Leo9274 wow, wt a mess after their ""clean up"" \U0001f4a9\U0001f4a9\n#HongKong ",0
62,RT @godsavehongkong: This is the pro-beijing \u201ccleaning day\u201d\nEven the police are escorting them\n#HongKong #HongKongPoliceTerrorist #HongKong\u2026 ,0
63,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
64,RT @dooley_dooley: I was in #HongKong last week for @humanrights1st; here\u2019s our report out today on what US Congress should do @NickKristof\u2026 ,0
65,RT @bekkp: Pro-#ccp pro-#policebrutality #HongKong Legco Councillor #JuniusHo organised a call for his supporters to destroy the #LennonWal\u2026 ,0
66,#hk #Hongkong #hkprotest #HKprotesters #antiELAB #antiELABhk #5DemandsNot1Less #FiveDemandsNotOneLess #SaveHongKong\u2026 https://t.co/3zULZEmmMf ,0
67,Pro-#ccp pro-#policebrutality #HongKong Legco Councillor #JuniusHo organised a call for his supporters to destroy t\u2026 https://t.co/FAWkPL1e86 ,0
68,#929GlobalAntiChinaziMarch \n#Uyghurs \n#HongKong\n#fightforfreedom https://t.co/ctU2zUxJYO https://t.co/JntaGrDmmV ,0
69,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
70,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
71,RT @Woppa1Woppa: This is awesome!  #GlorytoHongKong with each phrase of the lyrics represented by Pepe\n\n#HongKong #HongKongProtests https:/\u2026 ,0
72,"RT @Woppa1Woppa: 927 will be the first assembly against San Uk Ling Holding Center (\u65b0\u5c4b\u5dba).  Maybe I^m talking out of my ass, but at this sta\u2026 ",0
73,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
74,RT @pinkykiki222: \u201c\u9023\u745e\u5178\u672c\u5730\u4eba\u90fd\u7747\u5514\u904e\u773c\uff0c\u8cbcwarning for lies\u4fc2\u9999\u6e2f\u653f\u5e9c\u500b\u5ee3\u544a\u5ea6\uff0c\u ,0
75,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
76,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
77,"RT @hkdemonow: Posters at HKU outside MTR exit were removed uglily, leaving behind a mess\n#antiELAB #FreedomHK #HongKong #HongKongProtests\u2026 ",0
78,RT @edwin_wong: Police officers cover their cars\u2019 license plates in Hong Kong.\n\n#FreeHongKong #HongKong #chinazi https://t.co/mIF47FcyHf ,0
79,RT @Bewater57249897: Arrested and humiliated a youth with no reason!!!  It^s happening in #HongKong #PoliceBrutality @anderscorr @RichScotf\u2026 ,0
80,RT @HongKongFP: Hongkongers lit up the city\u2019s mountaintops with their protest demands during Friday^s Mid-Autumn Festival: https://t.co/VMa\u2026 ,0
81,RT @sc_hk123: [Eng Subtitle] #HongKong police abuse of power in #SunUkLing Detection Center\n#HongKongProtests #PoliceBrutality #hkpoliceist\u2026 ,0
82,RT @hkpolicerecord: Hong Kong Police protected people who were destroying Lennon walls and provided free transport services for them.\nHowev\u2026 ,0
83,RT @pinkykiki222: #HongKong need #democracy &amp; #freedom\nSAY #NO to #totalitarianism-#Chinazi\n\n#929GlobalAntiChinaziMarch \n#929GlobalAntiTota\u2026 ,0
84,RT @Klafmann: La Salle boys have done a good job today. We still have hope to #HongKong future.\n\n#\u9858\u69ae\u5149\u6b78\u9999\u6e2f \n#GloryToHongKong https://t.co/Kns\u2026 ,0
85,RT @kids_kim: @YatesDCIA @Natcc8 #929GlobalAntiTotalitarianism \n#929globalmarch \n#929GlobalAntiChinazi #antichinazi #chinazi #hongkong #Sta\u2026 ,0
86,RT @SenateForeign: I was inspired by my meeting yesterday with @joshuawongcf and others pushing for #HongKong\u2019s autonomy and democracy. The\u2026 ,0
87,@YatesDCIA @Natcc8 #929GlobalAntiTotalitarianism \n#929globalmarch \n#929GlobalAntiChinazi #antichinazi #chinazi\u2026 https://t.co/PJ9CJKCxeW ,0
88,@GlobalSolidHK @TATHK_USA Sor for disturbing the speech.He tells the truth that No #freedom No trade!#china control\u2026 https://t.co/O4qa4s9Mz0 ,0
89,CCP-Old games a no go\n#HongKongProtests #Hongkongprotest #HKers \n@HongKongFP #FreeHongKong #Eye4HK #LIHKG\n@hk_nick\u2026 https://t.co/ZxQrKPSeMp ,0
90,It\u2019s hard to believe  that\u2019s HongKong #SanUkLing #Hongkongprotest #GloryToHongKong #HongKongPoliceTerrorist #hongko\u2026 https://t.co/ob8X8mq9uS ,0
91,RT @lemon60356117: Join global march on 29 Sep\n#HongKong\n#antichinazi\n#birdfoldingchallenge https://t.co/sUUVU40yAy https://t.co/OWL0k0gYdr ,0
92,RT @Manju03105946: #birdfoldingchallenge\n#929GlobalAntiChinaziMarch \n#929globalmarch \n#929GlobalAntiTotalitarianism \n#hongkong \n#StandWithH\u2026 ,0
93,RT @Klafmann: La Salle boys have done a good job today. We still have hope to #HongKong future.\n\n#\u9858\u69ae\u5149\u6b78\u9999\u6e2f \n#GloryToHongKong https://t.co/Kns\u2026 ,0
94,"RT @Dystopia992: \u201cI\u2019m prepared to DIE fighting for my #home.. Just look at them, they\u2019re so young.. \n\nWhen 2047 comes, they\u2019ll all be slave\u2026 ",0
95,RT @Fight4HongKong: Get your copy of today\u2019s Apple Daily Newspaper - Summer of Freedom 100th Day Edition:\n\nVideo via Telegram\n#AntiELAB #Ho\u2026 ,0
96,RT @SenRubioPress: Sen Marco Rubio joined @foxandfriends this morning to discuss the situation in #HongKong. \n\nRT \U0001f503 if you agree it^s time\u2026 ,0
97,"RT @SenRubioPress: Senator Rubio during #HongKong @CECCgov hearing: ""China^s leaders must either respect Hong Kong\u2019s autonomy or know that\u2026 ",0
98,RT @sandorpetofi1: #hongkongpolice #policebrutality #hongkong https://t.co/bO0tUsWVkZ ,0
99,"RT @FreedomHKG: While #HongKong pro-Beijing legislator Junius Ho called for action to tear down HK Lennon Walls, this is how #HongKongProte\u2026 ",0
100,RT @Ohoscarling: 929 Stand with HongKong\n#929globalmarch \n#929GlobalAntiChinaziMarch \n#929GlobalAntiTotalitarianism \n#FreedomHK \n#HongKongP\u2026 ,0
101,"#HongKong Police protect the gangs, haha! #antiELAB #antichinazi #StandWithHongKong https://t.co/aeHjM5UWD0 ",0
102,RT @hkgayauhker: #Hongkonger #HongKongProtests #HongKong #SOSHK #StandWithHongKong #SaveHongKong #hongkongpolicebrutality #FreeHongKong #Re\u2026 ,0
103,929 Stand with HongKong\n#929globalmarch \n#929GlobalAntiChinaziMarch \n#929GlobalAntiTotalitarianism \n#FreedomHK\u2026 https://t.co/HFvdnRfx72 ,0
104,#HongKong government edited Basic Law secretly. Is it illegal? \U0001f621\U0001f621\n#standwithhk #freehk #antiChinazi\u2026 https://t.co/G4BzLYR8kV ,0
,tweet,pro/anti
0,RT @JeremyJSandberg: Freedom isn\u2019t Free. \n\n#FreedomIsntFree #HongKong #FightForFreedom #China #Eye4HK #\u52a0\u6cb9 #antiELAB #\u9999\u6e2f #\u53cd\u9001\u4e2d #PoliceBrutal ,0
1,RT @JeremyJSandberg: #Police pushing toward #protesters in #HongKong outside the government and PLA buildings on Sept. 15.\n#China #Eye4HK #\u2026 ,0
2,RT @JeremyJSandberg: #Police starting to move up the bridge toward #protesters in #HongKong outside the government and PLA buildings on Sep\u2026 ,0
3,RT @JeremyJSandberg: #Police threw #teargas grenades at #protesters in #HongKong outside the government and PLA buildings on Sept. 15.\n#Chi\u2026 ,0
4,Kuk Kin Gang throwing punches at a foreign journalists #HKprotests #freehongkong ,0
5,RT @JeremyJSandberg: #MTR \n\n#China #Eye4HK #\u52a0\u6cb9 #antiELAB #\u9999\u6e2f #\u53cd\u9001\u4e2d #PoliceBrutality #HongKongProtests #StandWithHongKong #HKHumanRightsAndDe\u20 ,0
6,RT @JeremyJSandberg: Freedom isn\u2019t Free. \n\n#FreedomIsntFree #HongKong #FightForFreedom #China #Eye4HK #\u52a0\u6cb9 #antiELAB #\u9999\u6e2f #\u53cd\u9001\u4e2d #PoliceBrutal ,0
7,RT @JeremyJSandberg: #Watercannon truck spraying #protesters and #reporters in #HongKong outside the government and PLA buildings on Sept.\u2026 ,0
8,RT @JeremyJSandberg: #Police pushing toward #protesters in #HongKong outside the government and PLA buildings on Sept. 15.\n#China #Eye4HK #\u2026 ,0
9,RT @JeremyJSandberg: #Police starting to move up the bridge toward #protesters in #HongKong outside the government and PLA buildings on Sep\u2026 ,0
10,RT @JeremyJSandberg: #Police threw #teargas grenades at #protesters in #HongKong outside the government and PLA buildings on Sept. 15.\n#Chi\u2026 ,0
11,RT @JeremyJSandberg: #Protesters using fire extinguisher at police barricades in #HongKong outside the government &amp; PLA buildings.\n#China #\u2026 ,0
12,RT @JeremyJSandberg: #Protesters in #HongKong outside the government and PLA buildings on Sept. 15.\n#China #Eye4HK #\u52a0\u6cb9 #antiELAB #\u9999\u6e2f #\u53cd\u9001\u4e2d #\u202 ,0
13,RT @JeremyJSandberg: Freedom isn\u2019t Free. \n\n#FreedomIsntFree #HongKong #FightForFreedom #China #Eye4HK #\u52a0\u6cb9 #antiELAB #\u9999\u6e2f #\u53cd\u9001\u4e2d #PoliceBrutal ,0
14,#HKPolice never arrests pro-#CCP gangsters. \n\n#HKHumanRightsandDemocracyAct \n#hkpolicebrutality \n#HKPoliceState\u2026 https://t.co/ZXVrMIq5IW ,0
15,#HKprotests \n#5DemandsNot1Less https://t.co/oJ0xJvpSVx ,0
16,People gathered in causeway bay today to express the demands to governmant.\n#5DemandsNotOneLess \n#FreeHK\u2026 https://t.co/EiTZAvseGB ,0
17,915 cwb\n#HKprotests \n#5DemandsNot1Less \n#bewater \n#StandWithHongKong https://t.co/q83vCiS3tY ,0
18,RT @Dystopia992: #\u9a45\u9010\u5171\u9ee8\u5149\u5fa9\u9999\u6e2f\n#ResistBeijing \n#LiberateHongKong \n\n9.15 today is World #DemocracyDay: Hope #HongKong can get back our #HKaut ,0
19,here^s the detail..#PoliceBrutality #PoliceTerrorism #HongKongProtests #HongKongPolice #HKprotests https://t.co/iai7q0Odt0 ,0
20,proof that thugs and police are friends :)\n#BFF #HKprotests #HKPolice #HongKongProtests https://t.co/tJnCGJjf5x ,0
21,"The police escorted a white shirt gangster to leave. \nOn the other side, a protester gets arrested in Fortress Hill\u2026 https://t.co/m0poGHBZSZ ",0
22,#chinazi #PoliceBrutality #PoliceTerrorism #HKprotests #HKprotesters #antiEALB #antiELABhk https://t.co/HbTcJxobtr ,0
23,#antiELABhk \n#HK\n#HKProtests \n#HongKong\n#hkpolicebrutality https://t.co/lILcQKh0Rh ,0
24,RT @suetying_: We have never hurt who are not related.\n#HKprotests #PoliceBrutality https://t.co/TWRFgxKsEn ,0
