,tweet,label
2332,"Please pay attention #US citizens, money is taking their speech, shame on them. #antichinazi #StandWithHongKong\u2026 https://t.co/lYrzZPhbdK ",0
638,Gurl... We saw EVERYTHING\n#FightForFreedom #StandwithHongKong \n#FiveDemandsNotOneLess \n#HKPolice\u2026 https://t.co/QVo5CYVWjA ,0
973,@HawleyMO I do hope that tech giants will stay on the side of eggs instead of the high wall.\n\n#StandWithHongKong #HongKongProtests ,0
585,\u6211\u5011\u9019\u4e00\u4ee3\u4eba\u3002\u3002\u3002\n#HongKongProtests #FightForFreedom #StandWithHongKong https://t.co/0Gmt1mSQo6 ,0
640,@journesis \u62b5\u5236\u7f8e\u5e1d\u4fb5\u7565 \u4e00\u8d77\u62e5\u62b1\u5927\u6e7e\u533a #chinazi ,0
1488,@HKNordicHearts @realDonaldTrump @SpeakerPelosi @marcorubio @SolomonYue @RichScotford \nThis is not the first...What\u2026 https://t.co/k3Glp36BBQ ,0
2240,"Such a funny thing to see #HKPolice start developing SoMe to ""North"" in #China, clearly clarifying that they are si\u2026 https://t.co/83mH6w6VkO ",0
417,"@dy_terr @SolomonYue TSE is just a typical CCP\u2019s puppet, loving #China by mouth.\n#hkpolicebrutality\u2026 https://t.co/G1HKFPee6R ",0
451,"RT @LeungDeco: Fight for freedom, stand with Hong Kong!!!!!!!\n\n#FreedomHK #antiELAB #StandwithHK #HongKongProtests https://t.co/2K7Qgcp69o ",0
2480,Hong Kong and its current state.\n#chinazi #HongKongProtests #antichinazi #antimasklaw https://t.co/FSIFeOuAMh ,0
3977,Totally insane.\n#HKPoliceTerrorism #hkprotest #hkpolicebrutality #hkpolicemurder #GoodMourningCCP\u2026 https://t.co/K0bOomb19Z ,0
78,Pepe the froggy is the spirit!!\n\nWhere can I find the pdf for these Pepe citizens design? Wanna decorate my home an\u2026 https://t.co/5Ohc5ZKShz ,0
3214,"@JulianCastro True. This is not only about Hong Kong, but the freedom and rights of EVERYONE in the world.\u2026 https://t.co/6xtE7r6oAl ",0
1613,#StandwithHK #FreeHongKong #Democracy #chinazi #HongKongProtest #HongKongPolice #HumanRights\u2026 https://t.co/U0XIIVZHNh ,0
1962,@CECCgov @StateDept @UN HK people stand with the Uyghurs and Kazakhs! #chinazi #China70yearsOfShame ,0
1467,"RT @WongDouglas: `This is a brave, noble movement,^ writes @IgnatiusPost of #HongKongProtests `It needs leaders who can decide what success\u2026 ",0
3031,"@SouthPark @THR Yeah, long live the great fire wall! Freedom and democracy will fall! It is a vehicle ramming attac\u2026 https://t.co/dkgtqaXncF ",0
1792,Please don^t let the gov^t change the topic!!! \nThis is all about #HKHumanRightsandDemocracyAct !!! And do not let\u2026 https://t.co/AQm3p86T9S ,0
1072,#StandWithHongKong #standwithmorey #HongKongProtesters #hongkongproest #NBA #usa https://t.co/iK1Wg7G4CU ,0
256,@Nicole__1022 @NBA OMG..Crazy? \nChinese terrorism?\n#ChinaziSupport911 #Chinzazi #StandWithHongKong ,0
3050,[Recap] HKFP Lens: Hong Kong rocked by further protests as emergency mask ban provokes more unrest\u2026 https://t.co/KM5JOQBosO ,0
1000,"@megcym1 Carrie Lam is no more the leader, no HKers listen to her\n\n#FreeHongKong #LiberateHongKong #hongkongpolicebrutality ",0
1354,Thank you for speaking fo us. \nWe really need your support from the world....\nYou can^t us to #FightForFreedom &amp; hu\u2026 https://t.co/BFXDpzm9OB ,0
30,"The dictator is coming after HKers, and if you let the dictator get us because you are not HKers, we won^t be there\u2026 https://t.co/6QjNdy2wXa ",0
2478,@LazyMasu @DicDicDicDix @SolomonYue These people are pretty much begging to be on the Magnitsky List #chinazi #antimasklaw ,0
3614,#HongKongPolice hiding up on a bridge grins and shoots citizens happily.\n\n#StandWithHongKong #chinazi\u2026 https://t.co/hMjuMbZnQL ,0
615,@Blizzard_Ent bends the knee to the CHINESE GOVERNMENT #chinazi ,0
1738,We were talking about dirty hands of CCP coming to world... but no... they have arrived already. They have caught y\u2026 https://t.co/9KUSjFIKOy ,0
192,@marcorubio @demosisto @NBA @Nike Evil money evil business with CCP\u2019s tyranny vs US core values of democracy and fr\u2026 https://t.co/ND6uOecaMq ,0
2793,@NBA @HoustonRockets @Raptors @NBATV Just #StandWithHongKong can make such noise to the world! Why China like playi\u2026 https://t.co/GWzIcCdIX4 ,0
3358,RT @liberatehkg: @CBSPhilly America has officially been terrorised by #chinazi. #antichinazi #resistbeijing #boycottchina #china ,0
1379,RT @JaredBesemer: @Blizzard_Ent I^ve been playing your games since the original Warcraft and I can honestly say you will never see another\u2026 ,0
1699,It is so true on what she said!\n#StandWithHongKong #LiberateHongKong #FreeHongKong #antitotalitarianism\u2026 https://t.co/tkODTw9FQR ,0
3082,@SolomonYue The CCP openly reward the terrorist taxi driver who ran into the protesters!!\n#StandWithHongKong ,0
2362,@TimWilsonMP Thank you so much sir!!!\n#StandWithHongKong ,0
1367,Hong Kong freedom fighters don^t celebrate China National Day. We hate #CCP.\n\n#antiEALB \n#chinazi \n#HongKongProtests https://t.co/LcWrrZlht6 ,0
2223,RT @Standwi32325912: Thank you for your supporting Hong Kong Protests.\n#StandWithHongKong    \n#PoliceBrutality   \n#HongKongProtest https://\u2026 ,0
2446,\u9ed1\u8b66\u4e82\u62c9\u4eba https://t.co/WExHFsADXk \u4f86\u81ea @YouTube\n\n#chinazi #hkpolicebrutality #hkpoliceisterrorist ,0
151,Never forget 1st oct. #StandwithHongKong #China70yearsOfShame https://t.co/D3Y0n60BSX ,0
3466,So #FreeHongKong is so important to the world now!  Everyone should enjoy the freedom of speech! Fight against\u2026 https://t.co/KqOcJnCnW5 ,0
808,What would the NBA do if all the fans at games started wearing #freeHongKong shirts to games? Serious question. It\u2026 https://t.co/q5f4OVSrbW ,0
3755,@hecha042772579 Be safe bro. Thanks. #freechina #FreeHongKong #Shout4HK ,0
1737,#HKPoliceTerrorism #HKHumanRightsandDemocracyAct #HKprotests #HongKong https://t.co/Un3ejqRq1x ,0
1150,#HongKongProtests #RiotPolice #chinazi #China70 \nHis hand was being brutally twisted by that fucking police and arr\u2026 https://t.co/05fG1CJ48J ,0
788,@BonnieGlaser Actual influence by the terrorists Chinazi is much worse than you think; just ask the richest man Gat\u2026 https://t.co/TMDb8gTHYX ,0
992,"@InkyWonders @Stand_with_HK Fight Against Tyranny, Stand With Hong Kong: Global Rallies on 28 and 29\u2026 https://t.co/WOq8oLRFeu ",0
1280,"Thank you Josh, all we need is just show the whole picture in Hong Kong to the world. \n#FreeHongKong \n#HongKong https://t.co/6Z1DFiKWsT ",0
2386,@Grummz @blitzchungHS Thank you so much Mark! We need more people like you in the world. There are things more valu\u2026 https://t.co/JgxXSxJFNn ,0
1781,#Hongkongers continue the protests today in both HongKong island and kowloon despite the anti-mask law invoked\u2026 https://t.co/0uTjtRe9o7 ,0
2621,"The way to success maybe far, but we are not alone, we must support each other and we will see the sunshine very so\u2026 https://t.co/cixTdvKXz7 ",0
3052,@WNBA @WashMystics #FreeHongKong ,0
364,This is Hospital\U0001f628\U0001f92c\U0001f3e5\U0001f198\n#hongkong\n#HongKongProstests  \n#FreeHongKong\n#antiELAB \n#hongkongpolicebrutality \n#HKprotest\u2026 https://t.co/5xH80 ,0
2451,@RichardDiNatale Thank you for speaking for #HongKong \nThank you for letting more people in the world knows what\u2026 https://t.co/LR46NBJ25n ,0
1050,@leungmeifun2 @chanwai34876671 Nice and flashy! But may not be too good for those with epilepsy!\nYou never know wha\u2026 https://t.co/Sm15YSKuxW ,0
2107,@Gizmodo Apple have disappointed all their fans in the free world. \n \nWe stand with freedom while Apple stand with\u2026 https://t.co/9H3FLWtfg4 ,0
457,Shame on #HKPolice \n#HKRioters #HongKongRioters #HKPoliceState #HKPoliceTerrorists #antiELABhk #antichinazi\u2026 https://t.co/1WI30R1Tn1 ,0
1196,@NBA @BrooklynNets @SDinwiddie_25 #FreeHongKong ! ,0
1649,#StandWithHongKong https://t.co/BeKWoCatWx ,0
1532,Please all overseas fds stand with hk and fight for freedom.\nWe should ACT now.\n#chinazi \n#HongKongProtests\u2026 https://t.co/l13IAPufrA ,0
1598,"@Vincent_lkm @fanburry What is it? (People are doing, God is watching) Violent police. All of you who abuse violenc\u2026 https://t.co/SxNYuk8f1I ",0
893,Undercover police disguising as protesters. Shameless! #HongKongProtests #hongkongpolice #antiELAB https://t.co/9SDA84mWxv ,0
2503,@PressTV no #chinazi \nyes #freedomhk https://t.co/YASph9XXE7 ,0
2911,"@Christie_Ileto @sixers @6abc people in USA also have the censorship from #Chinazi ?\nNow, the world know what is CCP doing ",0
2969,"Happy birthday #Chinazi: \xabThe split screen \u2014 pageantry in Beijing versus violence, tear gas and street fires in a r\u2026 https://t.co/RnCVQd7Udf ",0
3041,"Donald Sterling just had the worst ""Governor"" gap close a bit. #FreeHongKong #IStandWithHongKong https://t.co/y8vPDn9I5U ",0
2763,#HongKongPoliceTerrorism \n#FreeHongKong \n#FreedomHK \n#FreedomHongKong \n#EyeforHK \n#eye4hk \n#831TerroristAttack\u2026 https://t.co/9XXEUrbHHZ ,0
614,#AntiMaskLaw and #PoliceBrutality made Hong Kong turn to a state of emergency. Please #StandWithHongKong . https://t.co/n7UubHwsp9 ,0
2320,#antichinazi #StandWithHongKong https://t.co/2KMVsnnkCq ,0
2654,Please help us!\U0001f62d\U0001f62d\U0001f62dwho can protect us???Who can we trust?\n#SOSHK \n #StandWithHongKong\n#HKprotesters\u2026 https://t.co/petY5D6e7q ,0
649,"In Yuen Long, the persons clearing the Lennon Walls were removed from the scene on police vehicles, although they d\u2026 https://t.co/jLVl5mB4ir ",0
637,#HongKongProtests Another example of uncles at the frontlines. Here with a #Chinazi flag. https://t.co/XoEIqb6gKC ,0
1636,Thanks #Hongkongers  Thanks #brothers #StandWithHongKong https://t.co/rgBL2XAvvp ,0
1992,Clean HK wo....... #HKprotests https://t.co/EjjNM4uOAd ,0
1243,After the announcement kf #AntiMaskLaw  in #hongkong\n\n#StandWithHongKong \n#StandwithHK \n#FiveDemandsNotOneLess https://t.co/JUXs8F6y3n ,0
2607,#Chinazi is trying to kill thte protestors again! They now keep beating ppl whenever they want even there are camer\u2026 https://t.co/Clhr1kkzRF ,0
297,@SouthPark @THR #antiChinazi #StandWithHongKong ,0
771,#\u9999\u6e2f #HongKong #FreeHongKong https://t.co/CNj36CySfs ,0
3191,@Grummz @blitzchungHS Already uninstall the WoW. \nGoodbye Blizzard !!\n#BoycotBlizzard \n#StandWithHongKong ,0
1536,@HillaryClinton Thank you for standing with Hong Kong.\n#HongKongProtests\n#StandWithHongKong https://t.co/uehVZUU1lP ,0
3235,"RT @C_Kwan_Cyeh: See No Evil, Hear No Evil, Speak No Evil\n\n#hongkong #HongKongProtest #hongkongpolicebrutality #FiveDemandsNotOneLess #chin\u2026 ",0
756,17:00 found a  #HKprotestser body in the sea . murdered by #chinazi . Source : FB  #LiberateHongKong #ResistBeijing\u2026 https://t.co/0Cxx0J6gpo ,0
566,"Please stop #PoliceBrutality and #PoliceState . #StandwithHonKong ..dont let #chinazi control the world,  protect\u2026 https://t.co/kVPSEhvSzU ",0
713,#\u6bcf\u65e5\u4e00\u7bc7nelson\u7267\u5e2b\u7684\u6587\u7ae0 \uff0d 10\u670802\u65e5 \u4f60\u53ef\u4ee5\u6c42\n\nNelson\u4fc2\u4e00\u4f4d\u6211\u597d\u5c0a\u656c\u7684\u7267\u5e2b ,0
3463,RT @wdamidoinhere: @neddy437 @effygrande1 Chinazi have clearly taken control. ,0
1463,is it illegal if we have the right for today (Sep 21) Tuen Mum \n\n#hongkongprotest #chinazi #prayforhk #teargas\u2026 https://t.co/G0mOeVMCI9 ,0
2578,What was happening in HK? \n\n#FightForFreedom #FightForFreedomStandWithHongKong #HongKong #HongKongProtest\u2026 https://t.co/dpEmz4CkeM ,0
498,#NBA\n#StandWithMorey #StandWithHongKong \n#ChinaziSupport911 https://t.co/lKBI3T5oX3 ,0
3472,#American should know how do the Chinese think about 911. They are just disgusting. #usa #chinazi #china #chinese https://t.co/n7p6lAqtAq ,0
408,"@dmorey I am a spurs fan, but now i am stand with you #StandWithHongKong ",0
2871,Fucking #chinazi is suppressing the reporter to kill freedom of speech. They dont want people in the #world know wh\u2026 https://t.co/lbTqa1pAAd ,0
633,#HongkongPolice are beating a man who might not a protester probably in an alley. A woman is shouting to stop them!\u2026 https://t.co/vMMUb5wTt3 ,0
160,We HongKongers will not give up.\nWe do not forget\nWe do not forgive\n\n#Standwithfreedom\n#StandWithHongKong\u2026 https://t.co/9B4BG7wY9P ,0
484,@HuXijin_GT \u80e1\u5e0c\u91d1\u662f\u4e00\u4e2a\u6b8b\u9177\u7684#CCP\u7684\u606d\u7ef4\u5949\u627f\u8005\uff1b\u4ed6\u662f\u5bf9\u7eaf\u6b63\u65b0\u95fb\u7684\u5192\u72af\uff01\n ,0
4039,Influence of emergency regulation ordinance is far more than just the ban on mask. #HongKongProtests #FreeHongKong\u2026 https://t.co/mIY5ugp0WM ,0
831,"@mrbcyber today Xinjiang tomorrow HongKong.\nwe need fight back and support.\nbesides, happy mid autumn festival.\u2026 https://t.co/KDMv1aXVmy ",0
1352,@GovMikeHuckabee #StandWithHongKong \n#StandwithHK \n#hkpolicebrutality \n#HKprotesters \n#HongKongProtest\u2026 https://t.co/vugr6iSfbM ,0
1439,Thousands of peaceful protesters voicing out their demands despite police ban.\n#HongKongProtests \n#5DemandsNot1Less\u2026 https://t.co/U9bavY1oj3 ,0
3366,"\u2066@WSJ\u2069 \u201cThis entire movement started off because of a law Hong Kong people didn\u2019t agree with, and now Mrs. Lam is u\u2026 https://t.co/RdTuuGlt4b ",0
4104,Why we are against the #AntiMaskLaw \n\n#DemocracyIsDead\n#EmergencyLaw\n#chinazi\n#HongKong https://t.co/K92oEvCXNt ,0
3290,"@EnzoMazak We will see when the western world starts to realize #chinazi is destroying their democracy day by day,\u2026 https://t.co/Da9UHWTqjA ",0
3119,Why we damaged Starbucks store but not the other stores in HK. #EmergencyRegulationsOrdinance #chinazi\u2026 https://t.co/5AwlDfN03S ,0
2036,Shame on you #Blizzard and the overpriced mount you rode in on! #FreeHongKong #StandWithHongKong #StandwithHK https://t.co/HVFCRJABU6 ,0
3757,@GReschenthaler Thank you\U0001f9e1\U0001f9e1\U0001f9e1\U0001f1fa\U0001f1f8 #StandWithHongKong ,0
1899,This is nowaday HK!\n#HKPolice do whatever they want and suppress #HongKongers. \n\nEveryone value #humanrights please\u2026 https://t.co/wTIZbu6dpc ,0
1821,#\u8b0a\u8a00 \u7121\u5e95\u7dda\n#ChiNazi\n#\u8d64\u7d0d\u7cb9 https://t.co/sXT5eiCdtj ,0
2816,Who would have ever imagined that this character would become central to the war against communism? Fuck the Chines\u2026 https://t.co/ZuUNbv5mhw ,0
2141,@NBA @Giannis_An34 @Bucks #FreeHongKong #FreeUyghur #FreedomOfSpeech ,0
3848,bye bye #Vans #StandWithHongKong https://t.co/JgiF4oKrGP ,0
403,Freedom of speech is free. You just have to bear the consequences if you offended someone with what you said. Isn\u2019t\u2026 https://t.co/R0cI19onGb ,0
1017,\U0001f4b5\U0001f4b4\U0001f4b6\U0001f4b0\U0001f4b5\U0001f4b4\U0001f4b6\U0001f4b0\U0001f4b7\nHow can I become rich? \nThe only thing you need to do - shut up! #chinazi https://t.co/ ,0
3298,@SophieHRW @NBA @hrw @hrw_chinese @KenRoth Don^t believe it was happened in America.\n\n#StandWithHongKong \n#standwithmorey ,0
952,@uffeelbaek Thank you for your big support ! It means a lot to us!\n#StandWithHongKong #FightForFreedom \n#hkprotest ,0
3635,#chinazi https://t.co/2GArlDcdYf ,0
3641,#HongKong\n#HongKongProtest\n#AntiMaskLaw\n#HongKongPolice\n#StandWithHongKong https://t.co/uURNJlb3UT ,0
150,HKers\u2019 busy weekend. #HongKongProtests #StandWithHongKong https://t.co/EQS5KYiAoD ,0
1897,#birdfoldingchallenge \n#StandWithHongKong \n#HongKongProtests \n#929GlobalAntiChinaziMarch https://t.co/YaFBBgtjyA ,0
486,@Lawyer_A_Ho @hkpoliceforce @amnestyusa @amnestyHK They just deliberately tortured the young guy and made him suffe\u2026 https://t.co/5MdcEYVj2N ,0
1558,@BenHigginsSD Stop CCP before it\u2019s too late! #StandWithHongKong #standwithmorey https://t.co/Gvu49gyzBW ,0
1093,NO #ConcentrationCamps !!! Please the World should stand up for #Kazakhstan #XinJiang #Tibet #Uygher and us\u2026 https://t.co/dAmqr0CLAV ,0
30,Money?\nFreedom?\nHuman right?\n#NBAChina #nba #StandWithHongKong https://t.co/1hk8wZDqz6 ,0
3118,"To all press, we are so grateful you worked 24/7 to report #HongKongProtests , and I\u2019m so sorry that some press wer\u2026 https://t.co/UP0gtqv40u ",0
2887,The China Central Television #cctv stop broadcasting #NBA becoz #DarylMorey tweeted #StandWithHongKong \nLet see wha\u2026 https://t.co/5BCeMs2Dls ,0
2206,How #chinazi manipulate. #standwithmorey  #StandwithHonKong https://t.co/7vApM1I8Da ,0
3611,RT @hkmaplive: 1. We disagree @Apple and @hkpoliceforce ^s claim that HKmap App endanger law enforcement and residents in Hong Kong.\n\n#HKma\u2026 ,0
577,Never give up hope even in the darkest of time! Credit: Stand News\n#hkprotests would love to see the blue ribbon co\u2026 https://t.co/aF5TBfsDk1 ,0
2555,Thanks for supporting HK. #FreeHongKong #OhSorryCCP #BoycottBlizzard #standwithmorey https://t.co/IgBp2RQ241 ,0
1305,Hong Kong protesters light up city^s mountaintop with pro-democracy slogan #FreeHK #HongKongProtests\n\n  https://t.co/YI4mvotyx6 ,0
1620,For those who don^t understand why protesters are destroying. They are not indiscriminately hurting innocents. If t\u2026 https://t.co/EeHqpzjpYZ ,0
768,@TIME #HongKong people are alive not like other people ucder the control of #CCP. ,0
650,Love Hongkongers \u2764\ufe0f\n\nWe are not afraid of #Chinazism! \n\n#HongKongProtests https://t.co/lOAvnlaFOQ ,0
3283,Why are #Hongkongers so angry with the #EmergencyRegulationsOrdinance? #AntiERO #chinazi #HongKong #ERO\u2026 https://t.co/8Z1M5u3OPG ,0
2265,"@SenRickScott No matter how much unjust power HK gov resorts to, Hongkongers will not back down\n#FiveDemandsNotOneLess #StandWithHongKong ",0
4090,Make sure you are safe if you go out. #HKPoliceTerrorism #HKprotesters #chinazi #Protests #killers https://t.co/9nxcLede3B ,0
1190,"RT @LittleDarkMoon4: @business IF ""ban mask"" law passed, must also apply to Police\n\n#FreeHongKong #LiberateHongKong #hongkongpolicebrutality ",0
3844,Well said. Please #StandWithHongKong. \nPlease pass the #HongKongHumanRightsAndDemocracyAct. Already passed\u2026 https://t.co/HlAqnaD6td ,0
2155,"RT @sarahwinner1030: #Chinazi  If we do not stop the CCP, the deaths and the tragedies will probably keep happening, victims may not only b\u2026 ",0
2007,"Because of the #HKPolice and the #chinazi, we #HongKongers are experiencing #HumanitarianCrisis , all of them shoul\u2026 https://t.co/2jPRydHlqY ",0
2959,Look at what these #Chinazi is doing to @dmorey and #nba just because he posted sth that the Chinese doesn\u2019t like https://t.co/yFg6hsFHj9 ,0
720,#EmergencyLaw or #AntiMaskLaw whatever you call is coming to HK. No more freedom in HK. \n#FreeHongKong https://t.co/PlhEKoWrkw ,0
387,@demosisto @GOPLeader #FreeHongKong\n#FightForFreedom \n#StandWithHongKong \n#HKPoliceBrutality\n#hkpoliceisterrorist\u2026 https://t.co/9AfIQNz4H2 ,0
719,@SolomonYue @hkpoliceforce Uncle Chan stands between #HKPolice and protesters to protect #HongKongers. It\u2019s still u\u2026 https://t.co/zlpXm8gFa7 ,0
3495,1 Oct 2019\nAn 18-year-old protester was shot in the chest with a live bullet - on the 70th anniversary of China Nat\u2026 https://t.co/O0bYKCUV3F ,0
3456,"Hong Kong is also celebrating under martial law, many MTR stations and shopping malls are closed due to #HKPolice r\u2026 https://t.co/ndvUlgS9bt ",0
979,@NPR That\u2019s absolutely hideous #FightForFreedom #StandWithHongKong ,0
294,@CNN Even @NBA has to kneel down before Chinazi :( ,0
2146,are they getting #50Cent for this ?!\n#FreeHongKong #AddOil https://t.co/xnFE8Kpprd ,0
102,@HenryBushnell @JeffEisenberg Can you read or understand Cantonese? I guess not!\nPlease check so-called\u2026 https://t.co/wQQG7HikMu ,0
1781,Why a teenager in hk has to live in terror?\n#StandWithHongKong https://t.co/TQliw05G0Q ,0
2327,@espn you guys are traitors \n\n#USA #CommunismKills\n#FreeHongKong ,0
2552,#hkpolicebrutality #HKPoliceTerrorists #EmergencyRegulationsOrdinance #AntiMaskLaw #chinazi https://t.co/7dPFeKClmH ,0
76,@lokinhei @hkpoliceforce That^s how the police hit thei wives and sons daughters at home\n#chinazi\n#China\n#PoliceTerrorism ,0
409,#StandWithHongKong #FreeHongKong https://t.co/qC59RjUXiF ,0
770,@SenMarkey @wandererasc @demosisto @joshuawongcf @hoccgoomusic @nathanlawkc @BrianLeungKP Thank you Senator Market!\u2026 https://t.co/Xrnbftn32B ,0
1478,@CNBC @JabariJYoung #FreeHongKong ,0
1244,@USCIS #FreeHK #SOSHK #StandWithHongKong https://t.co/rfWJJ3LdcC ,0
1087,This is a lawful assembly...\nThey are shooting at legal protesters now...@SolomonYue \n\n#HKPoliceTerrorism \n#chinazi\u2026 https://t.co/bbYeWIZb85 ,0
3211,"@Slasher Salute to your team, that cheer up for #blitzchung . #Hongkongers are proudly have your team #StandWithHongKong ",0
1757,"@HongKongFP The only way is to liberate Hong Kong from CCP, we don^t want fucking 1 country 2 systems !\u2026 https://t.co/Hbb09Ld00g ",0
550,@SpeakerPelosi Thanks Nancy please help to pass #HKHumanRightsandDemocracyAct. Hongkongers are now in great danger.\u2026 https://t.co/4NmSFnnM4a ,0
1907,@sun15263246979 @dw_chinese chinazi ,0
2296,#FreeHongKong https://t.co/JQyWvvvU57 ,0
182,"1337, RTHK: On Sunday, clashes happened in NP and Fortress Hill, this is another angle where you can see a man hold\u2026 https://t.co/NYQmqASdqK ",0
2765,Mis h\xe9roes #FreeHongKong https://t.co/NdHmBWtbN4 ,0
3180,Hong Kong police used pepper spray to the press with an evil face \n\n#chinazi \n#HongKongProtest \n#PoliceBrutality https://t.co/dV8v6SZA4a ,0
1157,@JoannaJasperita @TimmyYwung \u5c4c \u4fc2\u5ea6\u5305\u62d7\u9838 \u5514\u7528chinazi \n\u800c\u5bb6\u7528 #antichinazi ,0
1082,"The pro-government parties only knows how to destroy, and make the environment like shit. That^s ""messing HK"" inste\u2026 https://t.co/so2ZyePN6E ",0
653,The police are out of control again.  One of the journalist being hurt again. @IFJGlobal @RichScotford\u2026 https://t.co/OnQPzkrpks ,0
167,HKers already knew it but it^s still heartbreaking. We^re at a huge humanitarian disaster right now. @UN Please pun\u2026 https://t.co/bEEzsppAv3 ,0
1860,#\u9999\u6e2f\u4e5d\u9f8d\u5858\u53c8\u4e00\u57ce10\u67082\u65e5 \u53c8\u4e00\u57ce\u6240\u6709\u65d7\u4e0b\u7f8e\u5fc3\u5206\u5e97\u53eb\u53e3\u865f\u53c8\u5531\u6b4c\n#FreeHongKo ,0
2495,"@Sun_DMoreyFan They are only banning the preseason, let\u2019s see if they have the guts to ban the regular season\n\n#StandWithHongKong ",0
428,@patrickmalatack @akholic Thank you for supporting \U0001f1ed\U0001f1f0\U0001f1ed\U0001f1f0 we are glad to see the world is united because of the TYRAN\u2026 https://t.co/2eyF2xk2A ,0
3004,Self-censor. #FightForFreedom #StandWithHongKong https://t.co/oXvJEaXKqC ,0
739,Our triumph is still a long way to come\nRemember the pain\nLook forward to the great day\n\n#HongKong \n#FreedomHK\xa0\u2026 https://t.co/BM3o3ZcZBt ,0
2680,Stand with #HongKong\nBanish #chinazi ,0
578,#antichinazi #929GlobalAntiTotalitarianism \n#StandWithHongKong #HongKong #HongKongProtest #antiELABhk https://t.co/t4fW8qXJW3 ,0
1053,@tictoc @0lk_kl0 @vivekmahbubani Driving car crash the pedestrians -looks like #TerrorAttack .Let\u2019s us review: (3/2\u2026 https://t.co/0e2OBFwMrr ,0
3394,"RT @Arwencanada: #HongKongPolice framed protesters for all damages in MTR stations, what a shame! #PoliceBrutality #FreedomHK #StandwithHK\u2026 ",0
554,#GloryToHongKong a famous song coming out from our darkest time  against China suppression is sang by a foreigner w\u2026 https://t.co/c4fcOdGwd2 ,0
731,"So...\n#Ukraine cares,\n#Russia doesn^t.\n#HongKongProtesters #5DemandsNot1Less #Globalantitotalitarianism\u2026 https://t.co/qYCOACJL4n ",0
1538,@GOPLeader Thank for standing with us!\nIt^s unacceptable for #China^s intervention to #FreedomOfSpeech in US.\u2026 https://t.co/i5GFdqP41M ,0
948,#hk #hongkong #police #PoliceBrutality #hkpolicebrutality #HKprotests #HongKongProtesters #FreeHongKong #FreedomHK\u2026 https://t.co/XWNc4H4Ow6 ,0
2998,Another 14years old boy was shot. #HKpolice #hkriotpolice #EmergencyRegulationsOrdinance #FightForFreedom #StandWithHongKong ,0
254,"In contrast, Junius Ho (pro-Beijing legislative councillor) convened a whole HK activity, he encouraged Chinese vis\u2026 https://t.co/noD0w3wKXv ",0
964,#Blizzardboycott \n#FreedomOfSpeech #FreeHongKong \n#StandWithHongKong #standwithmorey https://t.co/EcFPa4JKuA ,0
731,Glory to Hong Kong and Hongkongers.\n\n#GloryToHongKong #\u9858\u69ae\u5149\u6b78\u9999\u6e2f #5DemandsNotOneLess #antichinazi #antiELABhk\u2026 https://t.co/79NrGGQzHm ,0
1940,Blizzard is NBA2.0 #HKprotests #StandWithHongKong #standwithmorey #StandwithHK #FightForFreedom #PoliceBrutality https://t.co/pVQhOfTSrU ,0
3131,"#FreedomOfSpeech or Chinese money? #HongKong\u2019s today, the world\u2019s tomorrow.\n#StandWithHongKong #NBA #Apple\u2026 https://t.co/1csbSwYS6F ",0
1076,I did the same . And all of us should speak out . Respect you .\n#BoycottBlizzard #StandWithHongKong\u2026 https://t.co/b4CmtUh2LS ,0
1690,@dc4_hk Hong Kong is at the front line of this fight for freedom.\n\n#5DemandsNot1Less \n#StandWithHongKong ,0
1427,Hey @NBA have you bowed down to your Chinese overlords today #FreeHongKong ,0
2699,#AntiELAB #HongKongProtests\n#NoExtraditionToChina\n#PoliceBrutality\n#StandWithHongKong #FreeHongKong\u2026 https://t.co/vQZA8FuUsM ,0
1752,@SenRickScott @NBA Thanks Senator for #StandWithHongKong \nTonight even a pregnant woman with a mask on was arrested\u2026 https://t.co/N3EDM7fvJH ,0
759,Please follow me!! \u6c42\u4e92\u79d1\U0001f64f\U0001f3fb #\u79d1\u52de\u624b\u8db3 #followbackhongkong #follobackforfolloback #StandWithHongKong https://t.co/OSBcYeLt0r ,0
701,#HongKong #police officers continue to hit the #protestors after they are subdued\nCredit: \u58f9\u9031\u520a Next\n#PoliceState\u2026 https://t.co/t6AECGKUtM ,0
3665,#HKPoliceTerrorist #hkprotest #chinazi #101hk https://t.co/a9tzt5P1sF ,0
93,"This little girl was shaking her body, we all know the police brutality. We are so worry about her safety. These no\u2026 https://t.co/RnstfUnLrH ",0
3446,Why we must stand up for free speech #FreeHongKong https://t.co/w5XCKUWcF1 ,0
2045,@Blizzard_Ent You and your Games can go to hell! #FreeHongKong ,0
445,@SenRubioPress @CECCgov thank you so much. thanks for your support. \n#HKHumanRightsandDemocracyAct #HongKong ,0
2678,RT @mcsw3110: #midautumnfestival #HKFSD #riddle  #HKPoliceState #HKprotests #HKHumanRightsandDemocracyAct Commentors stipulate color &amp; numb\u2026 ,0
1861,#HKprotests \n#HKHumanRightsandDemocracyAct \n#HKPoliceTerrorism \n#FreedomHK \n#democracy \n#antiEALB\u2026 https://t.co/XgKV30sh9w ,0
664,#October1st #HongKongProtests #HKPoliceTerrorism #PoliceBrutality #PrayForHongkong #HongKong https://t.co/4XpMmquN1Z ,0
